Record_ID,Country,State_Region,Date,Happiness_Score,GDP_Per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom_To_Make_Life_Choices,Generosity,Perceptions_Of_Corruption,Positive_Affect,Negative_Affect,Confidence_In_Government
HAPPY_001227,South Africa,Gauteng,2017-04-14,2.53,2245.81,0.511,61.2,1.333,0.126,0.339,0.302,0.299,0.378
HAPPY_002751,France,Grand Est,2023-04-22,3.189,6783.92,1.96,56.2,0.729,0.099,0.074,0.584,0.262,0.175
HAPPY_012665,Iran,Gilan,2020-06-06,6.075,15670.78,1.015,62.5,1.163,-0.151,0.236,0.771,0.45,0.244
HAPPY_009600,Brazil,Maranhao,2021-02-12,3.491,11313.57,1.612,45.0,1.166,0.032,0.485,0.623,0.345,0.263
HAPPY_007851,Brazil,Pernambuco,2022-12-19,3.024,25845.62,0.49,69.2,0.95,-0.141,0.567,0.682,0.464,0.426
HAPPY_011731,Japan,Osaka,2016-10-08,6.011,5600.16,1.172,46.6,1.421,-0.156,0.794,0.345,0.459,0.633
HAPPY_015808,Canada,New Brunswick,2015-03-16,2.825,8320.8,1.918,,1.181,0.01,0.803,0.779,0.284,0.27
HAPPY_012820,Iran,Tehran,2018-05-09,4.458,14022.87,1.674,82.1,0.819,-0.08,0.1,0.65,0.472,0.387
HAPPY_010990,Germany,Rhineland-Palatinate,2019-04-16,5.954,3907.08,1.728,65.6,1.133,-0.144,0.276,0.54,0.424,0.269
HAPPY_013782,Canada,New Brunswick,2022-09-06,3.934,13570.06,1.428,85.0,0.962,0.35,0.3,0.455,0.544,0.068
HAPPY_011949,Russia,Saint Petersburg,2021-02-06,7.625,4675.41,0.564,82.6,0.725,-0.323,0.172,0.638,,0.502
HAPPY_003673,India,Delhi,2016-05-23,5.502,4644.39,0.538,59.9,0.714,0.468,0.253,0.866,0.19,0.878
HAPPY_006493,China,Chongqing,2018-08-15,7.574,4264.79,0.444,54.2,0.822,0.07,0.139,0.823,0.56,0.47
HAPPY_000364,India,Rajasthan,2024-07-10,3.741,10225.34,1.622,75.1,1.283,0.066,0.609,0.791,0.227,0.481
HAPPY_001141,Japan,Hokkaido,2024-08-23,4.472,13234.74,0.989,59.0,0.939,-0.098,0.413,0.384,0.484,0.197
HAPPY_011931,Mexico,San Luis Potosi,2023-10-02,5.841,12151.82,0.735,45.3,0.869,-0.5,0.614,0.679,0.565,0.235
HAPPY_000268,Japan,Tokyo,2019-03-21,7.178,17025.94,0.823,45.0,0.977,0.357,0.403,0.524,0.468,0.325
HAPPY_011211,South Africa,Western Cape,2018-07-14,7.107,31115.95,0.382,45.0,0.747,0.101,0.416,0.592,0.569,0.55
HAPPY_000201,China,Guangxi,2018-10-03,5.037,19382.55,0.964,72.5,0.632,0.408,0.746,0.671,0.246,0.242
HAPPY_009204,France,Pays de la Loire,2018-12-25,4.058,8093.39,1.042,45.0,1.36,0.181,0.453,0.479,0.183,0.3
HAPPY_012669,Australia,Western Australia,2022-10-20,5.339,21510.49,0.327,66.1,,-0.107,0.281,0.679,0.362,0.409
HAPPY_009933,UK,London,2020-07-02,3.424,54017.6,0.822,71.5,0.827,0.223,0.306,0.902,0.318,0.482
HAPPY_011919,Spain,Galicia,2024-11-27,5.045,15215.6,,62.4,0.874,-0.065,0.613,0.582,0.396,0.221
HAPPY_005478,Spain,Cantabria,2016-09-17,7.787,3458.66,0.485,85.0,1.04,-0.003,0.252,0.644,0.556,0.425
HAPPY_014838,Italy,Tuscany,2015-02-28,7.357,2904.23,1.076,78.7,1.401,0.265,0.513,0.53,0.407,0.61
HAPPY_008183,India,West Bengal,2020-10-09,5.878,13158.7,1.972,62.7,1.289,0.054,0.502,0.502,0.766,0.207
HAPPY_014769,Mexico,Durango,2024-09-01,6.312,12300.62,1.758,62.6,1.233,0.081,0.518,0.793,0.247,0.255
HAPPY_015761,India,Andhra Pradesh,2023-12-24,5.446,9362.9,0.702,52.5,1.054,0.5,0.232,0.822,0.515,0.709
HAPPY_005392,India,Odisha,2024-10-25,8.213,19326.71,0.087,77.4,1.314,-0.01,0.216,0.477,0.439,0.597
HAPPY_005631,Turkey,Istanbul,2024-06-18,5.223,20743.34,0.527,61.4,0.991,0.307,0.634,0.445,0.525,0.49
HAPPY_009495,Brazil,Bahia,2022-04-06,4.589,,0.209,51.9,0.911,-0.369,0.786,0.836,0.794,0.075
HAPPY_008328,China,Anhui,2016-01-13,8.039,17243.81,1.741,84.5,1.052,-0.014,0.243,0.66,0.501,0.496
HAPPY_014868,Mexico,Oaxaca,2023-04-19,6.405,27641.6,0.839,73.1,1.283,0.5,0.416,0.405,0.539,0.267
HAPPY_014782,UK,South West,2019-02-03,4.301,6722.59,1.233,67.0,1.35,0.022,0.405,0.833,0.454,
HAPPY_009691,Iran,Mazandaran,2016-10-05,5.593,9774.79,1.039,58.7,1.131,-0.032,0.179,0.813,0.224,0.124
HAPPY_000463,South Korea,Daegu,2024-09-08,6.56,10105.11,1.546,77.0,0.845,0.235,0.738,0.787,0.128,0.66
HAPPY_008873,Spain,Cantabria,2023-03-28,6.409,69123.69,1.444,68.5,0.748,0.287,0.906,0.86,0.689,0.217
HAPPY_006634,Canada,Ontario,2017-12-23,4.365,1931.94,1.392,79.5,1.115,-0.409,0.087,0.576,0.175,0.547
HAPPY_005066,Iran,Hamadan,2021-09-22,6.269,4525.97,1.274,59.8,0.765,-0.357,0.162,0.842,0.263,0.536
HAPPY_007636,USA,Colorado,2018-04-09,3.885,6575.11,0.734,68.1,1.266,0.272,0.474,0.366,0.385,0.774
HAPPY_003827,Canada,Alberta,2021-06-24,5.234,40151.37,1.392,63.3,1.147,0.294,0.398,0.492,0.103,0.232
HAPPY_012096,Australia,Tasmania,2022-08-17,4.892,6758.06,0.731,51.5,0.68,-0.5,0.34,0.62,0.483,0.416
HAPPY_002723,France,Auvergne-Rhone-Alpes,2016-05-02,4.707,20520.9,1.896,59.8,0.766,-0.378,0.185,0.671,0.591,0.13
HAPPY_013865,USA,Georgia,2021-12-28,6.847,7142.09,1.149,62.6,0.367,-0.039,0.518,0.434,0.559,0.301
HAPPY_008538,India,Maharashtra,2019-01-15,4.034,8338.54,1.686,74.0,0.605,-0.37,0.711,0.672,0.446,0.281
HAPPY_010412,Turkey,Adana,2018-04-19,8.315,8664.93,1.474,56.7,1.065,-0.18,0.499,0.481,0.551,0.566
HAPPY_004195,UK,East Midlands,2021-11-04,3.741,19749.6,1.427,79.1,0.681,-0.186,0.555,0.639,0.727,0.373
HAPPY_011716,USA,Pennsylvania,2017-10-09,8.335,3690.79,1.806,59.3,1.25,-0.006,0.346,0.794,0.655,0.151
HAPPY_013072,China,Anhui,2018-11-22,4.504,3556.27,0.725,64.5,1.037,0.175,0.126,0.2,0.472,0.629
HAPPY_007703,Iran,Tehran,2019-05-06,8.005,21689.23,0.927,65.4,1.158,0.5,0.349,0.828,0.177,0.096
HAPPY_013618,South Africa,Limpopo,2015-03-11,3.897,10226.57,1.317,64.1,1.339,0.021,0.098,0.394,0.394,0.333
HAPPY_015538,South Korea,Seoul,2021-10-27,3.349,9388.62,1.873,78.0,1.098,-0.059,0.571,0.559,0.477,0.138
HAPPY_014246,USA,Illinois,2021-03-11,5.169,3311.39,0.524,69.9,0.97,0.023,0.321,0.47,0.538,0.208
HAPPY_010879,UK,Northern Ireland,2024-02-12,6.238,16740.19,1.793,54.0,0.77,-0.5,0.686,0.189,0.36,0.392
HAPPY_001185,Japan,Chiba,2024-06-22,6.418,32138.16,1.266,69.4,0.979,-0.006,0.346,0.88,0.307,0.324
HAPPY_004518,Germany,North Rhine-Westphalia,2017-12-07,7.365,8474.96,1.248,62.2,1.072,-0.084,0.311,0.464,0.504,0.05
HAPPY_009010,Mexico,Baja California,2018-09-20,6.279,24298.75,1.224,68.0,0.467,0.126,0.634,0.868,0.257,0.833
HAPPY_005571,Australia,Victoria,2019-12-14,6.362,12252.3,1.441,85.0,0.591,0.325,0.774,0.518,0.615,0.515
HAPPY_009698,Germany,Brandenburg,2020-11-06,,38227.14,1.731,77.9,0.989,0.251,0.491,0.792,0.349,0.517
HAPPY_008637,USA,Illinois,2017-12-11,2.577,3691.15,1.193,80.0,1.114,0.5,0.454,0.858,0.525,0.163
HAPPY_011787,France,Brittany,2024-02-13,5.067,12932.43,1.319,72.4,0.608,0.203,0.352,0.544,0.779,0.315
HAPPY_011749,South Africa,Western Cape,2019-07-20,4.444,13230.58,1.896,70.3,1.266,0.055,0.16,0.509,0.41,0.46
HAPPY_006211,Russia,Krasnoyarsk Krai,2018-07-10,7.663,,1.374,76.8,0.98,-0.204,0.292,0.508,0.826,0.25
HAPPY_005151,Mexico,Guerrero,2015-06-06,8.187,112069.79,1.816,66.3,,-0.002,0.076,0.949,0.712,0.299
HAPPY_013475,Germany,Mecklenburg-Vorpommern,2023-07-12,7.41,6315.58,0.831,85.0,0.496,-0.309,0.162,0.405,0.086,0.6
HAPPY_006771,France,Nouvelle-Aquitaine,2015-04-19,5.5,8388.18,1.798,,1.159,0.382,0.682,0.704,0.473,0.374
HAPPY_012565,Mexico,Sinaloa,2019-07-27,6.608,13132.48,1.433,64.7,0.776,-0.436,0.224,0.539,0.514,0.417
HAPPY_006425,Canada,Alberta,2022-03-28,8.131,11310.26,1.794,75.3,0.982,0.033,0.207,0.351,0.423,0.163
HAPPY_009959,UK,East of England,2017-09-23,7.321,13524.82,1.133,50.4,0.466,0.271,0.034,0.841,0.437,0.536
HAPPY_001323,China,Shandong,2023-03-01,4.352,9550.49,1.491,66.3,1.017,-0.191,0.151,0.849,0.519,0.397
HAPPY_001446,South Africa,Eastern Cape,2023-01-15,8.277,53680.17,1.553,78.2,1.342,-0.334,0.395,0.944,0.654,0.131
HAPPY_003504,Iran,Tehran,2022-08-07,7.157,8320.0,1.498,69.8,0.861,-0.068,0.636,0.8,0.842,0.439
HAPPY_001713,Germany,Thuringia,2020-07-01,7.577,7079.53,0.703,75.2,0.84,-0.189,0.163,0.533,0.728,0.351
HAPPY_001773,Australia,Australian Capital Territory,2018-09-10,7.167,100316.66,1.203,60.0,0.595,0.021,0.353,0.223,0.342,0.497
HAPPY_000585,France,Provence-Alpes-Cote d'Azur,2021-01-25,7.608,2637.43,0.966,60.1,0.736,-0.119,0.177,0.722,0.608,0.66
HAPPY_008795,France,Centre-Val de Loire,2019-01-27,7.951,5803.1,1.862,57.0,1.222,-0.351,0.573,0.324,0.264,0.4
HAPPY_012148,India,Tamil Nadu,2022-02-21,7.959,8553.83,1.24,64.3,1.102,0.318,0.692,0.482,0.303,0.147
HAPPY_005490,Germany,Hesse,2021-11-22,5.662,9576.55,1.465,85.0,0.488,0.167,0.68,0.603,0.587,0.05
HAPPY_004987,Japan,Chiba,2023-11-02,8.154,8387.32,1.591,69.0,1.291,,0.538,0.331,0.391,0.425
HAPPY_014922,India,Rajasthan,2019-10-21,7.101,15027.04,0.195,74.0,1.115,0.197,0.222,0.657,0.387,0.471
HAPPY_003483,Mexico,Veracruz,2022-10-07,6.433,7665.48,1.858,65.8,1.221,0.449,0.654,0.745,0.174,0.344
HAPPY_004964,Italy,Calabria,2015-05-25,3.551,2402.89,1.509,60.0,0.523,0.102,0.129,0.199,0.346,0.673
HAPPY_009046,Turkey,Malatya,2024-05-11,7.385,27551.83,1.017,60.6,0.867,0.364,0.461,0.382,0.496,0.269
HAPPY_007539,Iran,Gilan,2021-08-11,5.341,15449.15,0.499,48.7,1.262,-0.431,0.658,0.707,0.322,0.263
HAPPY_011092,South Africa,Northern Cape,2020-01-03,2.873,9168.0,1.393,57.3,1.393,0.062,0.41,0.762,0.201,0.465
HAPPY_005787,France,Provence-Alpes-Cote d'Azur,2017-11-23,5.953,6836.07,1.703,85.0,0.957,-0.18,0.681,0.599,0.648,0.724
HAPPY_005936,India,Gujarat,2016-02-28,2.766,14545.6,1.582,83.3,1.088,-0.482,0.271,0.856,0.045,0.104
HAPPY_001972,Russia,Republic of Tatarstan,2020-06-05,4.074,13918.18,1.729,74.0,0.882,-0.104,0.496,0.551,0.326,0.399
HAPPY_010510,Spain,Cantabria,2024-11-20,7.743,9718.02,1.456,79.2,0.652,0.185,0.07,0.355,0.589,0.217
HAPPY_008383,USA,Ohio,2015-08-11,8.344,5570.57,0.391,69.1,0.902,0.156,0.86,0.55,0.292,0.405
HAPPY_014568,Brazil,Minas Gerais,2017-02-01,5.115,2481.35,0.958,65.8,0.711,0.209,0.201,0.205,0.373,0.646
HAPPY_002253,USA,New York,2022-07-23,5.493,13000.77,1.384,71.9,1.124,0.31,0.347,0.739,0.071,0.533
HAPPY_010441,Russia,Krasnodar Krai,2024-06-15,3.81,3437.64,1.43,76.0,0.563,-0.255,0.465,0.749,0.275,0.364
HAPPY_002689,USA,Ohio,2018-06-10,2.887,61069.28,1.077,,1.367,-0.136,0.595,0.442,0.188,0.096
HAPPY_004150,Brazil,Parana,2022-04-22,2.642,18386.75,1.914,76.5,0.877,-0.082,0.744,0.66,0.268,0.446
HAPPY_009954,China,Fujian,2016-06-13,2.662,7710.63,0.878,75.7,1.167,-0.006,0.2,0.667,0.177,0.283
HAPPY_009755,Canada,Newfoundland and Labrador,2016-06-28,5.194,19084.07,0.569,63.2,0.93,0.043,0.594,0.639,0.533,0.525
HAPPY_007970,France,Centre-Val de Loire,2021-05-22,8.125,2609.62,0.899,67.1,1.098,0.186,0.318,0.508,0.386,0.296
HAPPY_015509,Iran,Hamadan,2016-04-15,5.967,22409.65,1.387,46.7,0.461,-0.08,0.505,0.335,0.27,0.571
HAPPY_009190,South Korea,Seoul,2020-07-13,4.889,19960.86,0.609,50.4,0.891,0.134,0.148,,0.374,0.439
HAPPY_014303,Japan,Hiroshima,2018-09-12,6.317,25884.62,0.242,82.0,0.816,0.306,0.123,0.094,0.203,0.553
HAPPY_003162,USA,Colorado,2024-06-23,3.663,9146.82,1.413,83.5,0.301,-0.5,0.155,0.613,0.655,0.151
HAPPY_012157,South Africa,KwaZulu-Natal,2015-05-23,8.269,31789.52,0.499,56.9,,-0.26,0.43,0.707,0.607,0.195
HAPPY_000168,Italy,Liguria,2024-07-07,6.99,4279.02,0.964,85.0,0.914,0.012,0.164,0.421,0.527,0.352
HAPPY_014557,Canada,Ontario,2023-04-02,8.472,28718.89,1.432,54.8,1.176,-0.263,,0.536,0.656,0.497
HAPPY_014476,China,Hunan,2024-10-27,7.619,25788.75,0.879,51.9,0.991,-0.087,0.626,0.416,0.534,0.557
HAPPY_012402,South Korea,Daegu,2015-04-12,2.663,93799.37,1.684,70.2,1.354,0.146,0.544,0.621,0.468,0.219
HAPPY_011933,Italy,Lazio,2016-04-02,5.676,31341.31,0.581,85.0,0.498,0.09,0.237,0.919,0.356,0.394
HAPPY_005353,USA,Washington,2020-06-19,2.695,15260.65,0.906,77.8,0.934,0.06,0.506,0.67,0.195,0.678
HAPPY_006172,Iran,Hormozgan,2017-01-14,2.76,7347.69,1.954,67.2,0.475,-0.114,0.643,0.58,0.198,0.61
HAPPY_010478,Japan,Aichi,2020-02-07,8.164,6775.15,1.616,63.0,0.758,-0.029,0.44,0.603,0.397,0.194
HAPPY_007674,Japan,Nagano,2023-08-10,4.797,6295.9,0.743,83.1,1.37,0.181,0.502,0.667,,0.481
HAPPY_000807,Mexico,Baja California,2024-07-22,8.154,22123.94,0.893,61.0,0.846,0.126,0.318,0.606,0.356,0.403
HAPPY_000818,USA,Colorado,2016-03-17,3.612,12188.55,0.403,69.8,0.959,-0.123,0.878,0.785,0.044,0.803
HAPPY_009671,France,Corsica,2020-11-14,4.543,11708.21,0.59,70.6,0.617,0.021,0.157,0.711,0.159,0.4
HAPPY_000153,Turkey,Istanbul,2017-06-03,2.781,20614.25,1.758,62.5,0.755,0.047,0.565,0.416,0.637,0.478
HAPPY_005890,UK,Northern Ireland,2021-07-24,4.815,11795.38,1.406,83.9,1.2,-0.055,0.43,0.875,0.529,0.458
HAPPY_004780,UK,North East,2016-07-25,6.37,27979.64,1.2,54.9,1.169,-0.16,0.192,0.882,0.078,0.724
HAPPY_014824,Australia,Victoria,2018-03-18,3.711,51708.69,0.391,45.0,1.055,0.146,0.502,0.191,0.186,0.759
HAPPY_010547,South Korea,Seoul,2021-09-06,5.776,3573.4,1.106,72.1,1.074,-0.403,0.119,0.792,0.195,0.534
HAPPY_002417,Iran,Alborz,2019-03-01,6.698,19852.87,1.454,48.3,1.252,0.5,0.27,0.315,0.353,0.081
HAPPY_010159,Germany,Saxony-Anhalt,2019-10-14,6.069,36219.46,1.304,55.1,0.683,-0.156,0.726,0.304,0.22,0.385
HAPPY_004111,Australia,Queensland,2023-08-25,6.953,22753.45,1.786,57.4,0.585,-0.101,0.669,0.814,0.298,0.377
HAPPY_011083,Canada,Saskatchewan,2019-03-08,8.468,8997.19,1.951,75.2,1.16,0.175,0.036,0.334,0.878,
HAPPY_005140,Turkey,Balikesir,2016-03-25,3.627,8912.07,1.631,59.4,0.494,0.342,0.693,,0.662,0.818
HAPPY_010989,Canada,Nunavut,2017-05-15,7.76,14410.15,0.528,47.2,0.861,-0.417,0.102,0.374,0.431,0.39
HAPPY_002484,South Africa,Northern Cape,2020-05-06,3.694,8832.4,1.198,45.0,1.205,0.5,0.716,0.417,0.42,0.169
HAPPY_009367,Australia,Northern Territory,2019-08-07,7.406,6253.75,0.773,71.8,0.723,-0.153,0.385,0.184,0.308,0.182
HAPPY_003890,Turkey,Adana,2017-02-22,8.195,15480.09,0.329,47.4,1.129,0.052,0.635,0.776,0.324,0.266
HAPPY_004334,France,Grand Est,2016-11-15,5.104,21094.61,0.407,61.4,0.956,0.104,0.807,0.83,0.397,0.378
HAPPY_001661,Italy,Campania,2023-08-20,7.039,16754.51,1.822,73.4,1.066,0.024,0.609,0.667,0.537,0.295
HAPPY_015784,South Africa,Gauteng,2017-01-27,4.918,23530.93,1.141,67.2,1.02,-0.269,0.499,0.822,0.55,0.053
HAPPY_005910,Turkey,Eskisehir,2021-09-26,3.024,41725.84,1.584,72.0,1.06,-0.262,0.408,0.713,0.518,0.317
HAPPY_001627,Australia,Northern Territory,2021-12-12,6.412,4253.48,1.993,53.6,1.004,-0.142,0.209,0.742,0.653,0.322
HAPPY_004401,Mexico,Puebla,2019-06-10,7.095,52449.99,1.043,85.0,0.776,-0.476,0.442,0.587,0.047,0.929
HAPPY_001838,Iran,Hormozgan,2020-09-08,5.204,32483.57,1.812,85.0,1.171,0.292,0.571,0.113,0.243,0.36
HAPPY_002615,South Africa,Limpopo,2023-06-12,3.346,37055.75,1.711,52.4,0.875,-0.275,0.514,0.42,0.249,0.377
HAPPY_014369,South Africa,KwaZulu-Natal,2024-12-20,5.182,33588.57,1.9,45.0,1.006,-0.165,0.234,0.444,0.152,0.735
HAPPY_012714,Italy,Friuli,2018-10-20,3.645,147751.78,1.358,53.7,0.978,-0.5,0.174,0.807,0.828,0.761
HAPPY_003254,Australia,Tasmania,2024-06-17,3.378,1855.25,1.477,67.0,0.504,0.088,0.799,0.624,0.261,0.346
HAPPY_001354,Russia,Nizhny Novgorod Oblast,2017-04-10,6.544,15284.79,1.007,50.1,0.775,0.377,0.262,0.274,0.818,0.641
HAPPY_006123,Germany,Saxony-Anhalt,2021-08-24,7.125,10520.19,1.161,55.3,1.076,-0.398,0.172,0.449,0.304,0.579
HAPPY_013091,South Korea,Jeolla,2022-11-15,6.567,7529.3,1.668,62.8,1.34,-0.011,0.308,0.216,0.415,0.621
HAPPY_008657,USA,Florida,2021-11-19,3.787,1984.37,0.524,61.0,1.036,-0.5,0.255,0.417,0.182,0.171
HAPPY_002263,China,Jilin,2023-10-08,6.281,4621.4,1.603,59.1,0.507,-0.315,0.441,0.612,0.592,0.056
HAPPY_001541,USA,Michigan,2017-04-05,5.286,,1.778,50.0,1.172,0.284,0.613,0.63,0.354,0.58
HAPPY_012575,Russia,Moscow,2021-04-02,3.824,24378.26,0.426,83.6,1.143,0.102,0.574,0.626,0.053,0.322
HAPPY_008010,Iran,Mazandaran,2018-10-07,5.544,30876.92,1.856,53.0,0.885,-0.045,0.554,0.807,0.272,0.285
HAPPY_005103,Canada,Quebec,2016-12-18,6.689,11918.95,0.886,80.2,0.516,0.252,0.894,0.624,0.66,0.305
HAPPY_006685,Turkey,Samsun,2016-02-14,7.859,2602.96,1.907,69.3,0.746,-0.096,,0.723,0.422,0.616
HAPPY_010226,Turkey,Istanbul,2017-01-09,7.758,2669.79,1.315,64.1,0.691,-0.432,0.654,0.5,0.924,0.553
HAPPY_013606,India,Bihar,2017-03-07,3.073,,1.416,67.3,0.804,0.256,0.586,0.446,0.535,0.153
HAPPY_013960,Japan,Hokkaido,2017-02-27,3.91,23041.92,1.516,85.0,0.999,0.126,0.424,0.419,0.557,0.75
HAPPY_006882,South Korea,Gangwon,2015-03-06,6.341,10934.06,1.319,69.7,0.258,-0.113,0.136,0.733,0.217,
HAPPY_011374,Germany,North Rhine-Westphalia,2015-11-01,3.382,8668.5,1.413,76.0,1.171,0.151,0.066,0.637,0.257,0.488
HAPPY_001452,USA,Virginia,2018-09-07,7.074,12716.16,1.983,60.8,0.782,-0.003,0.488,0.53,0.557,0.531
HAPPY_000422,Russia,Rostov Oblast,2020-11-11,3.018,15286.42,1.358,45.0,0.654,-0.105,0.418,0.925,0.195,0.312
HAPPY_007464,France,Ile-de-France,2023-09-03,7.877,,1.526,51.5,1.206,-0.313,0.746,0.827,0.371,0.446
HAPPY_009298,India,Bihar,2019-12-05,5.094,15914.79,1.519,61.7,0.566,-0.153,0.447,0.86,0.243,0.105
HAPPY_001374,Spain,Murcia,2020-01-07,2.999,19223.28,0.969,65.2,0.555,0.032,0.396,0.541,0.267,0.38
HAPPY_004296,France,Corsica,2023-10-05,8.062,18066.37,1.817,53.0,0.803,0.196,0.592,0.596,0.304,0.419
HAPPY_015194,France,Normandy,2016-07-13,3.221,11707.32,1.537,49.5,0.298,0.471,0.907,0.434,0.267,0.098
HAPPY_007824,UK,East of England,2015-08-07,,21608.81,1.96,45.7,1.201,0.096,0.058,0.532,0.689,0.227
HAPPY_012095,Australia,South Australia,2016-12-12,2.918,7709.65,0.854,60.9,1.304,-0.4,0.446,0.475,0.767,0.397
HAPPY_007095,China,Hubei,2022-11-15,7.911,6975.07,1.624,58.8,0.598,0.011,0.419,0.314,0.207,0.679
HAPPY_011017,Mexico,Puebla,2016-02-19,5.379,9463.64,1.5,57.1,1.227,-0.484,0.112,0.637,0.38,0.183
HAPPY_009540,Russia,Moscow,2023-01-05,3.83,4681.54,1.709,76.1,1.24,-0.5,0.73,0.454,0.236,
HAPPY_014995,South Africa,Mpumalanga,2020-02-22,8.208,6827.72,0.878,,1.008,-0.089,0.42,0.781,0.705,0.486
HAPPY_010556,Italy,Lazio,2022-11-06,5.605,10272.85,1.03,73.0,0.687,-0.366,0.339,0.681,0.58,0.348
HAPPY_004412,Turkey,Ankara,2023-10-19,7.769,7009.47,0.867,67.1,0.909,0.293,0.306,0.756,0.12,0.578
HAPPY_005394,Germany,Brandenburg,2018-02-05,3.276,10392.69,0.542,53.7,0.694,-0.344,0.308,0.682,0.523,0.328
HAPPY_005154,Japan,Fukuoka,2019-08-10,7.801,62795.11,1.409,68.5,1.357,-0.226,0.295,0.632,0.445,0.576
HAPPY_013807,Iran,Sistan and Baluchestan,2021-12-03,4.839,13357.6,1.139,67.5,0.542,0.139,,0.279,0.176,0.169
HAPPY_007937,South Korea,Seoul,2017-12-01,7.814,17329.72,1.841,68.8,0.833,-0.014,0.708,0.227,0.391,0.337
HAPPY_012288,South Africa,Free State,2020-05-09,6.673,18047.49,1.283,45.0,0.931,-0.027,0.455,0.878,0.251,0.696
HAPPY_001576,USA,Virginia,2015-12-10,3.753,73429.41,1.483,45.0,1.114,0.5,0.16,0.66,0.422,0.765
HAPPY_008901,Turkey,Antalya,2021-09-13,2.633,8057.99,0.987,79.1,0.877,-0.037,0.402,0.701,0.374,0.665
HAPPY_012908,Brazil,Bahia,2017-06-20,4.425,,1.166,69.2,0.687,0.264,0.24,0.937,0.655,0.388
HAPPY_005816,South Korea,Daejeon,2022-05-16,5.301,12689.35,1.934,61.2,1.061,-0.36,0.286,0.731,0.435,0.683
HAPPY_005235,South Korea,Gyeongsang,2021-02-03,6.316,19183.75,0.181,52.8,1.184,-0.5,0.579,0.67,0.117,0.1
HAPPY_002793,Italy,Valle d'Aosta,2015-01-07,7.542,37497.93,1.256,75.5,0.51,,0.619,0.869,0.556,0.602
HAPPY_010636,Japan,Gifu,2015-12-03,4.673,35230.76,1.51,63.6,0.919,0.307,0.132,0.884,0.329,0.554
HAPPY_012745,Iran,Golestan,2020-05-20,2.909,16577.65,0.75,72.8,1.033,0.371,0.223,0.919,0.093,0.404
HAPPY_015706,Turkey,Konya,2020-11-16,7.298,,1.596,85.0,1.042,-0.411,0.367,0.928,0.159,0.238
HAPPY_013344,Iran,East Azerbaijan,2018-06-09,4.061,15389.1,1.166,56.3,0.644,0.373,0.53,0.76,0.31,0.651
HAPPY_013939,Brazil,Goias,2023-11-01,3.106,5177.79,1.045,63.2,1.276,0.024,0.341,0.574,0.524,0.563
HAPPY_010263,India,Haryana,2022-08-14,5.753,11499.62,1.376,68.1,1.22,0.014,0.27,0.686,0.278,0.769
HAPPY_001216,Germany,Baden-Wurttemberg,2023-05-08,5.58,25694.28,1.861,73.7,0.964,0.5,0.302,0.682,0.549,0.111
HAPPY_010756,Spain,Castilla-La Mancha,2016-11-20,2.752,7848.71,1.793,65.8,1.1,-0.5,0.274,0.936,0.056,0.483
HAPPY_014612,Russia,Krasnodar Krai,2016-01-13,3.847,24189.81,,80.5,1.031,-0.5,0.754,0.622,0.484,0.05
HAPPY_011111,UK,North West,2023-06-26,6.654,2024.1,0.7,66.8,0.87,0.0,0.907,0.556,0.307,0.703
HAPPY_007515,Iran,Yazd,2021-06-05,7.383,20644.9,1.535,75.5,0.187,-0.201,0.151,0.51,0.393,0.427
HAPPY_012884,Iran,East Azerbaijan,2020-01-17,7.03,70816.86,0.544,46.0,0.616,0.088,0.415,0.807,0.308,0.445
HAPPY_015940,Iran,Fars,2023-01-17,4.558,4330.93,1.827,69.1,1.063,-0.154,,0.606,0.542,0.148
HAPPY_000358,Iran,Kurdistan,2018-09-01,6.959,44805.27,1.48,47.7,1.16,0.485,0.296,0.852,0.506,0.875
HAPPY_006848,Mexico,Baja California,2015-06-17,2.527,9196.14,0.409,51.4,1.301,0.19,0.461,0.96,0.337,0.522
HAPPY_014176,Turkey,Mersin,2017-05-25,4.677,13554.01,1.507,61.8,0.921,-0.204,0.393,0.421,0.362,0.165
HAPPY_001325,India,Kerala,2024-06-11,6.097,16985.51,0.965,49.9,1.308,-0.23,0.312,0.254,0.433,0.691
HAPPY_005870,Mexico,Chihuahua,2022-02-19,6.343,15945.15,0.103,45.0,0.569,-0.391,0.603,0.325,0.336,0.86
HAPPY_008078,USA,Ohio,2016-11-14,3.446,60636.34,1.411,85.0,0.808,0.382,0.574,0.641,0.23,0.308
HAPPY_005330,France,Auvergne-Rhone-Alpes,2021-01-13,2.675,9444.83,1.711,65.0,0.806,0.196,0.293,0.46,0.393,0.31
HAPPY_008134,Turkey,Van,2020-03-11,2.751,20076.38,0.109,85.0,1.263,0.087,0.685,0.448,0.18,0.115
HAPPY_009181,Australia,New South Wales,2016-04-13,6.49,10398.25,1.737,69.8,0.967,0.242,0.377,0.916,0.156,0.639
HAPPY_013984,South Africa,Northern Cape,2017-01-07,4.824,8740.03,0.663,70.5,1.311,-0.373,0.385,0.749,0.393,0.626
HAPPY_010726,Japan,Nagano,2023-11-01,2.811,16223.05,1.658,51.3,0.875,-0.16,0.104,0.163,0.189,0.584
HAPPY_014468,Brazil,Rio de Janeiro,2022-06-10,7.697,2280.08,1.45,76.0,0.912,-0.313,0.591,0.921,0.167,0.354
