Record_ID,Symbol,Company_Name,Sector,Date,Open_Price,High_Price,Low_Price,Close_Price,Volume,Market_Cap,PE_Ratio,Dividend_Yield,RSI
STK_015977,ADBE,Adobe Inc.,Technology,2025-02-05,525.14,533.65,509.67,524.25,421574200.0,252043269230.0,30.6,4.48,53.8
STK_013181,JPM,JPMorgan Chase & Co.,Financial Services,2025-01-27,171.65,176.39,167.81,170.2,1980773867.0,500588235294.0,41.3,0.51,46.5
STK_011566,MMM,3M Company,Industrials,2025-03-12,105.5,107.64,97.71,100.32,401499338.0,57325714285.0,31.6,3.01,57.5
STK_004471,NFLX,Netflix Inc.,Communication Services,2025-03-08,543.0,564.32,537.95,556.04,1410633355.0,242635636363.0,11.9,4.37,25.8
STK_004084,EA,Electronic Arts Inc.,Communication Services,2025-03-08,132.19,133.61,125.84,129.01,184712780.0,39695384615.0,15.4,4.23,62.3
STK_003658,RTX,RTX Corporation,Industrials,2025-03-16,83.62,86.98,82.85,86.53,1487026733.0,122160000000.0,12.8,3.24,63.5
STK_016426,MU,Micron Technology Inc.,Technology,2025-03-21,85.25,89.52,83.61,87.39,4540436201.0,92530588235.0,27.3,2.36,16.9
STK_005099,MDT,Medtronic plc,Healthcare,2025-02-19,84.75,87.4,82.79,86.43,1297934505.0,111850588235.0,35.5,0.17,82.6
STK_008183,NKE,Nike Inc.,Consumer Cyclical,2025-03-01,99.08,99.95,95.72,97.04,577010044.0,,14.8,3.89,50.3
STK_011050,GOOGL,Alphabet Inc.,Technology,2025-03-13,139.05,143.88,136.82,141.68,833974705.0,1821600000000.0,8.0,0.88,59.7
STK_010532,GE,General Electric Co.,Industrials,2025-02-11,127.93,129.49,122.56,125.23,1372934990.0,134863076923.0,33.8,2.37,70.1
STK_009088,MMM,3M Company,Industrials,2025-02-07,104.75,105.43,94.74,97.09,2259980507.0,55480000000.0,22.2,2.64,49.3
STK_015707,EA,Electronic Arts Inc.,Communication Services,2025-02-18,128.67,132.28,126.51,127.26,430653820.0,39156923076.0,20.7,4.28,67.9
STK_000877,TXN,Texas Instruments Inc.,Technology,2025-02-05,165.14,168.78,160.26,166.74,661186968.0,151581818181.0,17.6,2.51,56.4
STK_005471,TMO,Thermo Fisher Scientific Inc.,Healthcare,2025-01-20,556.27,,548.04,575.46,3938715527.0,230184000000.0,31.5,3.74,48.6
STK_012945,GS,Goldman Sachs Group Inc.,Financial Services,2025-02-02,380.01,388.22,365.47,374.94,1855195788.0,128268947368.0,20.4,2.34,54.5
STK_002716,ATVI,Activision Blizzard Inc.,Communication Services,2025-03-23,88.85,90.9,87.29,88.3,456639131.0,68677777777.0,13.3,4.26,57.9
STK_015772,ABT,Abbott Laboratories,Healthcare,2025-01-08,111.38,114.63,108.68,111.19,1670128541.0,192055454545.0,21.6,4.44,71.1
STK_007354,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-10,95.37,96.12,91.42,93.44,538706323.0,108193684210.0,25.4,2.83,79.8
STK_006279,PM,Philip Morris International Inc.,Consumer Defensive,2025-02-21,96.36,97.49,93.52,96.59,417782083.0,152510526315.0,30.7,3.08,63.3
STK_013435,TSLA,Tesla Inc.,Automotive,2025-02-09,222.0,224.1,217.09,222.53,810196463.0,708050000000.0,24.4,3.06,19.8
STK_009598,CAT,Caterpillar Inc.,Industrials,2025-03-15,228.29,233.08,224.44,231.65,169923766.0,120860869565.0,31.6,4.48,54.5
STK_009208,MA,Mastercard Inc.,Financial Services,2025-01-26,405.47,408.19,394.83,404.76,306214249.0,404760000000.0,29.5,0.82,64.8
STK_006135,CAT,Caterpillar Inc.,Industrials,2025-03-28,230.77,236.19,218.41,223.8,425072075.0,116765217391.0,28.1,2.68,32.9
STK_016011,NVDA,NVIDIA Corporation,Technology,2025-03-07,443.1,455.89,439.25,443.44,427071871.0,1083964444444.0,20.5,3.5,41.8
STK_012841,INTC,Intel Corporation,Technology,2025-01-28,40.26,41.49,39.79,40.39,587189726.0,181755000000.0,9.4,1.98,71.3
STK_001956,ORCL,Oracle Corporation,Technology,2025-02-01,121.27,124.07,113.1,115.15,755120496.0,307066666666.0,13.9,2.41,59.4
STK_014871,INTC,Intel Corporation,Technology,2025-01-01,40.62,41.21,39.84,40.54,89591141.0,182430000000.0,36.8,2.96,52.8
STK_002505,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-02-09,,160.67,148.6,157.71,177786385.0,1682240000000.0,27.4,2.48,48.2
STK_015741,PEP,PepsiCo Inc.,Consumer Defensive,2025-03-04,172.04,178.62,168.14,177.59,377926018.0,240268823529.0,18.9,4.09,47.0
STK_007246,AMD,Advanced Micro Devices Inc.,Technology,2025-02-17,151.91,154.64,149.5,151.93,1036278098.0,243088000000.0,27.9,2.67,25.9
STK_002204,IBM,International Business Machines Corp.,Technology,2025-03-30,183.35,190.44,179.57,187.05,359498028.0,166266666666.0,27.2,0.55,53.7
STK_002553,ABT,Abbott Laboratories,Healthcare,2025-03-26,108.63,110.43,105.05,106.44,196768602.0,183850909090.0,27.0,3.65,48.9
STK_009482,PYPL,PayPal Holdings Inc.,Financial Services,2025-02-02,64.7,68.79,63.18,67.65,1240377344.0,,26.8,1.81,48.9
STK_001969,JNJ,Johnson & Johnson,Healthcare,2025-03-22,155.63,159.16,151.52,156.25,3023911943.0,403225806451.0,26.8,0.24,78.2
STK_016960,UNH,UnitedHealth Group Inc.,Healthcare,2025-03-28,509.25,523.63,497.86,506.37,1194637327.0,455733000000.0,21.0,3.98,20.7
STK_011953,UNH,UnitedHealth Group Inc.,Healthcare,2025-01-22,507.81,522.2,497.25,512.33,576260245.0,461097000000.0,8.0,0.46,42.8
STK_002802,ACN,Accenture plc,Technology,2025-02-10,319.16,348.88,310.29,341.16,1254959503.0,213225000000.0,20.9,3.29,42.4
STK_001209,CRM,Salesforce Inc.,Technology,2025-02-24,225.96,233.65,220.48,227.34,1305724446.0,217455652173.0,35.2,3.79,32.3
STK_003015,PYPL,PayPal Holdings Inc.,Financial Services,2025-01-11,66.28,66.7,63.16,64.84,1221614248.0,79803076923.0,22.5,1.15,46.0
STK_014739,PEP,PepsiCo Inc.,Consumer Defensive,2025-02-24,172.95,174.45,163.21,167.8,705582647.0,227023529411.0,31.4,2.42,43.1
STK_014436,CAT,Caterpillar Inc.,Industrials,2025-01-05,226.75,238.67,225.3,232.83,662259477.0,121476521739.0,21.4,2.69,29.3
STK_015580,ORCL,Oracle Corporation,Technology,2025-02-24,119.73,129.37,116.82,126.75,1141370647.0,338000000000.0,40.0,1.04,33.0
STK_003004,INTC,Intel Corporation,Technology,2025-01-22,40.53,41.38,39.81,40.6,672377520.0,182700000000.0,27.4,0.63,41.1
STK_009296,GM,General Motors Co.,Consumer Cyclical,2025-01-01,40.3,42.04,40.05,41.21,881833770.0,61815000000.0,34.8,0.56,59.2
STK_014887,CSCO,Cisco Systems Inc.,Technology,2025-02-13,50.41,52.13,49.05,51.86,4788481609.0,207439999999.0,12.0,0.91,48.6
STK_017341,HD,Home Depot Inc.,Consumer Cyclical,2025-03-11,326.84,333.63,324.59,326.3,6287301009.0,346075757575.0,32.7,0.83,38.9
STK_005400,PG,Procter & Gamble Co.,Consumer Defensive,2025-03-08,145.39,148.08,143.9,145.06,5180833662.0,350144827586.0,31.9,2.57,58.5
STK_014538,LIN,Linde plc,Basic Materials,2025-03-03,,417.17,383.71,393.95,4650073962.0,196975000000.0,20.3,3.79,40.8
STK_016701,GE,General Electric Co.,Industrials,2025-02-03,128.91,134.89,126.07,132.83,703228156.0,143047692307.0,26.1,3.23,49.9
STK_005396,V,Visa Inc.,Financial Services,2025-03-23,246.37,248.09,236.63,238.78,4351330139.0,477560000000.0,25.7,2.48,
STK_013193,ADBE,Adobe Inc.,Technology,2025-02-07,512.44,519.82,491.03,498.79,45308764.0,239802884615.0,27.2,4.01,27.1
STK_009920,AMGN,Amgen Inc.,Healthcare,2025-01-12,280.66,283.55,272.49,279.72,1502956100.0,149850000000.0,26.3,1.96,30.3
STK_010810,PYPL,PayPal Holdings Inc.,Financial Services,2025-01-05,65.91,67.08,65.16,65.81,3250628212.0,80996923076.0,22.1,3.23,52.9
STK_011551,BA,Boeing Co.,Industrials,2025-01-29,215.81,225.18,210.15,221.44,7371288716.0,140916363636.0,19.5,1.91,49.7
STK_002707,UPS,United Parcel Service Inc.,Industrials,2025-01-07,158.63,165.59,155.88,161.72,1560551178.0,141505000000.0,28.0,0.12,70.1
STK_003883,AMGN,Amgen Inc.,Healthcare,2025-01-07,282.59,284.96,262.48,265.89,2297345587.0,142441071428.0,22.4,2.43,27.6
STK_003867,UPS,United Parcel Service Inc.,Industrials,2025-03-16,157.85,158.92,154.92,156.13,288945670.0,136613750000.0,22.4,3.94,53.2
STK_014822,AMGN,Amgen Inc.,Healthcare,2025-01-13,283.59,290.79,275.94,282.37,2250686795.0,151269642857.0,27.6,2.93,56.5
STK_015657,MSFT,Microsoft Corporation,Technology,2025-01-11,383.89,,372.39,384.81,1608269241.0,2531644736842.0,8.0,1.58,29.7
STK_009366,MDT,Medtronic plc,Healthcare,2025-02-04,84.44,85.46,83.53,84.84,221950269.0,109792941176.0,30.0,2.28,
STK_001866,MDT,Medtronic plc,Healthcare,2025-02-09,86.65,87.71,84.15,84.86,2849965456.0,109818823529.0,18.6,3.92,67.2
STK_006536,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-02-07,147.92,152.78,147.05,150.04,568396678.0,1600426666666.0,17.7,2.4,32.1
STK_004072,HD,Home Depot Inc.,Consumer Cyclical,2025-01-13,325.2,337.9,323.52,335.01,1464153621.0,355313636363.0,14.6,0.9,25.2
STK_011955,CSCO,Cisco Systems Inc.,Technology,2025-02-12,50.48,53.14,50.22,51.6,2504265482.0,206400000000.0,27.5,4.19,58.4
STK_011030,UPS,United Parcel Service Inc.,Industrials,2025-01-16,159.06,162.55,157.94,159.78,1740288330.0,139807500000.0,23.5,3.93,65.2
STK_000249,V,Visa Inc.,Financial Services,2025-03-30,248.1,255.82,244.25,253.88,2420828994.0,507760000000.0,31.2,0.38,22.6
STK_006694,MSFT,Microsoft Corporation,Technology,2025-01-15,378.45,415.18,370.21,404.29,286264639.0,2659802631578.0,28.6,1.88,56.5
STK_011068,PEP,PepsiCo Inc.,Consumer Defensive,2025-02-08,172.79,175.51,159.49,162.61,438193336.0,220001764705.0,29.0,4.22,64.8
STK_006077,META,Meta Platforms Inc.,Communication Services,2025-03-08,325.94,336.74,316.56,327.68,1610298313.0,1024000000000.0,37.7,2.93,73.2
STK_009303,ADBE,Adobe Inc.,Technology,2025-01-01,520.67,528.28,514.71,521.96,1488670504.0,,8.0,4.09,33.6
STK_010355,CRM,Salesforce Inc.,Technology,2025-02-23,226.3,240.29,222.77,233.53,7281975404.0,223376521739.0,32.6,1.44,42.8
STK_006000,NKE,Nike Inc.,Consumer Cyclical,2025-01-14,99.47,105.85,98.67,103.23,4551000203.0,165168000000.0,22.9,0.45,45.9
STK_012059,LIN,Linde plc,Basic Materials,2025-02-05,402.76,413.12,384.76,392.53,1075008989.0,196264999999.0,11.7,3.3,69.5
STK_017372,DIS,Walt Disney Co.,Communication Services,2025-02-02,96.03,98.08,93.16,94.78,,179583157894.0,22.7,4.45,44.9
STK_009297,INTC,Intel Corporation,Technology,2025-03-11,39.86,40.12,38.36,39.47,4822158767.0,177615000000.0,20.4,4.08,63.9
STK_015751,TSLA,Tesla Inc.,Automotive,2025-03-26,221.78,228.32,211.41,216.36,8562857709.0,688418181818.0,23.7,2.41,20.3
STK_000406,HON,Honeywell International Inc.,Industrials,2025-02-28,198.92,,196.91,205.37,2816077668.0,133490500000.0,19.4,2.5,65.8
STK_013318,INTC,Intel Corporation,Technology,2025-02-16,40.17,40.6,39.08,40.37,4614409133.0,181665000000.0,14.3,0.1,60.3
STK_013417,F,Ford Motor Co.,Consumer Cyclical,2025-01-11,12.23,12.35,11.22,11.54,1323460040.0,48083333333.0,8.0,3.77,72.6
STK_011932,ABT,Abbott Laboratories,Healthcare,2025-03-10,110.91,115.17,107.64,112.09,707760228.0,193610000000.0,12.8,3.7,65.1
STK_009596,HON,Honeywell International Inc.,Industrials,2025-02-20,202.18,203.74,198.46,200.68,290927455.0,130442000000.0,13.6,2.7,40.4
STK_004760,MMM,3M Company,Industrials,2025-02-09,105.09,110.27,102.65,108.09,9707677418.0,61765714285.0,17.5,1.24,61.5
STK_000241,LIN,Linde plc,Basic Materials,2025-03-22,403.74,413.33,392.26,407.65,1228386018.0,203824999999.0,20.6,1.08,35.3
STK_006999,ABT,Abbott Laboratories,Healthcare,2025-01-15,107.84,111.82,106.21,109.13,1925546204.0,188497272727.0,22.0,4.24,64.3
STK_011080,EA,Electronic Arts Inc.,Communication Services,2025-03-01,128.95,136.82,125.89,133.85,5353873245.0,41184615384.0,12.0,2.11,68.6
STK_008215,TXN,Texas Instruments Inc.,Technology,2025-03-30,162.91,166.74,158.88,162.51,2549027069.0,147736363636.0,29.3,0.32,73.4
STK_000553,F,Ford Motor Co.,Consumer Cyclical,2025-02-19,12.2,12.48,12.07,12.14,3118027394.0,50583333333.0,38.1,3.96,56.2
STK_004626,ORCL,Oracle Corporation,Technology,2025-01-18,119.55,123.79,116.75,,786573531.0,324933333333.0,17.9,0.14,37.8
STK_008272,MA,Mastercard Inc.,Financial Services,2025-02-11,397.99,410.97,395.53,401.19,,401190000000.0,10.9,1.52,61.7
STK_003614,ATVI,Activision Blizzard Inc.,Communication Services,2025-01-19,90.45,91.03,88.11,89.13,3328490276.0,69323333333.0,18.1,2.2,47.8
STK_002006,QCOM,Qualcomm Inc.,Technology,2025-03-03,141.15,143.68,137.64,140.95,2795377141.0,161085714285.0,28.7,0.43,66.3
STK_010889,MDT,Medtronic plc,Healthcare,2025-01-19,84.21,85.67,80.78,81.81,6329034198.0,105871764705.0,36.8,3.28,57.3
STK_013000,MMM,3M Company,Industrials,2025-02-04,106.99,108.85,101.97,105.02,2441756552.0,60011428571.0,28.4,4.08,65.2
STK_003686,NFLX,Netflix Inc.,Communication Services,2025-03-27,558.67,566.94,531.87,548.21,1161314847.0,239218909090.0,15.7,3.92,74.1
STK_006141,DIS,Walt Disney Co.,Communication Services,2025-01-08,95.4,98.83,94.54,97.17,4727606588.0,184111578947.0,14.7,0.76,51.7
STK_010963,GS,Goldman Sachs Group Inc.,Financial Services,2025-01-27,384.26,389.15,364.62,374.47,218827129.0,128108157894.0,19.3,1.88,31.8
STK_005797,CAT,Caterpillar Inc.,Industrials,2025-03-31,228.44,233.24,219.06,222.07,177239199.0,115862608695.0,21.7,4.3,28.5
STK_005356,TMO,Thermo Fisher Scientific Inc.,Healthcare,2025-02-24,552.56,562.01,540.53,547.29,1152007835.0,218916000000.0,,4.14,51.5
STK_002244,AMGN,Amgen Inc.,Healthcare,2025-03-15,281.72,287.92,279.92,286.36,1001681191.0,153407142857.0,14.7,3.55,59.6
STK_012067,HON,Honeywell International Inc.,Industrials,2025-02-19,201.0,209.15,198.58,207.85,1519928730.0,135102500000.0,12.6,1.38,36.4
STK_017313,PG,Procter & Gamble Co.,Consumer Defensive,2025-03-14,143.1,146.59,137.79,140.25,829722386.0,338534482758.0,34.1,4.48,72.1
STK_001350,LIN,Linde plc,Basic Materials,2025-01-17,400.26,407.76,397.67,402.96,985636625.0,201479999999.0,26.1,0.46,32.2
STK_016776,SBUX,Starbucks Corporation,Consumer Cyclical,2025-03-21,96.89,99.09,94.8,96.92,1677633373.0,112223157894.0,31.9,3.49,69.7
STK_014140,ORCL,Oracle Corporation,Technology,2025-01-01,122.11,125.09,120.97,122.94,352534138.0,327840000000.0,22.1,4.13,49.1
STK_005749,PM,Philip Morris International Inc.,Consumer Defensive,2025-03-13,95.07,96.54,91.63,93.81,13951664082.0,148121052631.0,24.9,0.16,43.1
STK_011511,MU,Micron Technology Inc.,Technology,2025-01-15,83.91,84.93,81.95,84.04,4480944537.0,88983529411.0,25.6,2.13,62.2
STK_009250,F,Ford Motor Co.,Consumer Cyclical,2025-03-25,,12.77,11.76,12.52,3590225333.0,52166666666.0,31.8,1.08,55.4
STK_007293,NFLX,Netflix Inc.,Communication Services,2025-03-29,552.09,566.16,538.04,543.93,6558062529.0,237351272727.0,31.1,2.72,53.8
STK_010984,ATVI,Activision Blizzard Inc.,Communication Services,2025-02-14,88.81,89.78,85.97,88.46,5592296954.0,68802222222.0,28.2,2.24,42.6
STK_015716,CAT,Caterpillar Inc.,Industrials,2025-02-05,231.57,236.72,225.24,235.15,4279765498.0,122686956521.0,33.7,3.06,51.0
STK_000417,BA,Boeing Co.,Industrials,2025-01-06,220.51,222.99,210.34,216.16,611642379.0,137556363636.0,,1.75,62.9
STK_014656,INTC,Intel Corporation,Technology,2025-02-18,39.3,39.93,38.16,39.41,1292606860.0,177345000000.0,21.8,0.1,49.8
STK_011087,HD,Home Depot Inc.,Consumer Cyclical,2025-01-27,327.11,339.29,325.05,330.38,659262777.0,350403030303.0,23.4,1.16,57.3
STK_005486,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-03-08,147.71,150.18,144.33,146.59,1126799126.0,1563626666666.0,,0.31,57.1
STK_000426,MA,Mastercard Inc.,Financial Services,2025-02-20,403.2,417.54,395.17,,380016723.0,406360000000.0,24.5,3.18,29.6
STK_016415,TMO,Thermo Fisher Scientific Inc.,Healthcare,2025-02-26,547.73,557.6,531.42,541.21,1929837376.0,216484000000.0,35.3,0.2,23.5
STK_009438,CSCO,Cisco Systems Inc.,Technology,2025-01-14,49.76,50.83,48.16,49.24,1173377045.0,196960000000.0,15.3,3.47,61.1
STK_001826,GOOGL,Alphabet Inc.,Technology,2025-03-17,141.31,145.1,137.7,141.74,7035336070.0,1822371428571.0,8.0,0.64,38.0
STK_012889,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-01-14,150.96,157.23,147.65,152.79,442033047.0,1629760000000.0,29.4,0.69,61.4
STK_007850,ATVI,Activision Blizzard Inc.,Communication Services,2025-01-15,90.55,92.72,89.49,90.82,7193021049.0,70637777777.0,30.9,2.99,48.3
STK_002748,ABT,Abbott Laboratories,Healthcare,2025-02-06,109.5,115.01,106.57,112.86,869510419.0,,16.9,2.26,62.5
STK_003175,TSLA,Tesla Inc.,Automotive,2025-02-16,223.1,228.45,219.36,222.3,4995275905.0,707318181818.0,34.9,3.42,34.4
STK_002596,PEP,PepsiCo Inc.,Consumer Defensive,2025-02-24,171.26,174.54,161.67,165.57,4248520783.0,224006470588.0,25.2,2.77,37.9
STK_005490,JNJ,Johnson & Johnson,Healthcare,2025-02-16,152.3,161.84,148.35,160.95,10469308522.0,415354838709.0,20.0,3.45,
STK_008191,NFLX,Netflix Inc.,Communication Services,2025-02-27,542.44,554.42,536.83,547.75,930425832.0,239018181818.0,37.2,4.5,54.7
STK_003907,HON,Honeywell International Inc.,Industrials,2025-03-11,200.21,203.45,194.53,200.12,10964280929.0,130077999999.0,19.0,2.07,37.0
STK_008133,QCOM,Qualcomm Inc.,Technology,2025-03-04,138.02,140.56,130.04,133.88,285204328.0,153005714285.0,18.8,2.18,61.2
STK_012918,HD,Home Depot Inc.,Consumer Cyclical,2025-01-30,333.34,340.04,317.91,321.73,2679544062.0,341228787878.0,22.4,1.82,78.9
STK_008353,AMD,Advanced Micro Devices Inc.,Technology,2025-01-09,149.59,152.03,142.21,146.15,1734902005.0,233840000000.0,8.0,0.99,25.1
STK_004857,MU,Micron Technology Inc.,Technology,2025-03-17,85.05,86.96,81.25,82.87,317402290.0,87744705882.0,35.3,2.5,56.9
STK_016423,GM,General Motors Co.,Consumer Cyclical,2025-02-13,40.27,41.48,39.25,40.57,557646949.0,60855000000.0,16.6,0.76,47.4
STK_002371,AMD,Advanced Micro Devices Inc.,Technology,2025-01-09,147.32,149.92,141.84,144.95,395186317.0,231919999999.0,24.0,3.41,50.4
STK_005284,MMM,3M Company,Industrials,2025-03-05,105.74,108.71,104.52,106.86,199596102.0,61062857142.0,28.0,4.02,50.3
STK_005085,PG,Procter & Gamble Co.,Consumer Defensive,2025-02-04,143.55,150.62,140.8,147.67,8431807591.0,356444827586.0,33.7,1.75,62.6
STK_005684,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-02-25,148.63,152.72,,149.94,2285949317.0,1599360000000.0,39.0,0.85,22.9
STK_013518,AAPL,Apple Inc.,Technology,2025-03-08,177.34,178.9,168.01,171.71,697006762.0,2671044444444.0,21.6,2.89,50.4
STK_004674,CAT,Caterpillar Inc.,Industrials,2025-03-09,233.31,239.63,227.55,236.66,1582736477.0,123474782608.0,19.6,1.75,50.1
STK_004639,HD,Home Depot Inc.,Consumer Cyclical,2025-02-25,333.44,335.25,318.37,328.17,2182717508.0,348059090909.0,11.6,1.16,63.2
STK_016181,MU,Micron Technology Inc.,Technology,2025-01-13,83.82,86.11,80.08,80.97,344129384.0,85732941176.0,31.3,2.93,45.7
STK_013213,NFLX,Netflix Inc.,Communication Services,2025-03-17,554.57,560.48,525.36,539.18,694075363.0,235278545454.0,20.8,0.23,30.6
STK_007817,MA,Mastercard Inc.,Financial Services,2025-01-20,397.25,416.36,393.41,412.41,1824965109.0,412410000000.0,15.3,0.43,28.2
STK_001545,JPM,JPMorgan Chase & Co.,Financial Services,2025-01-10,171.47,175.4,168.7,174.16,12681579037.0,512235294117.0,13.3,4.41,42.8
STK_016740,DIS,Walt Disney Co.,Communication Services,2025-01-27,95.07,98.68,93.62,97.2,665790834.0,184168421052.0,10.1,0.26,46.3
STK_007502,NKE,Nike Inc.,Consumer Cyclical,2025-01-14,100.56,101.34,99.57,100.31,791334582.0,160496000000.0,14.7,0.39,77.1
STK_005517,ATVI,Activision Blizzard Inc.,Communication Services,2025-01-06,89.5,94.06,88.28,91.76,1334786179.0,71368888888.0,20.8,3.64,69.6
STK_002276,MU,Micron Technology Inc.,Technology,2025-01-09,84.98,88.89,83.26,86.83,653070107.0,91937647058.0,25.0,0.63,53.3
STK_010694,RTX,RTX Corporation,Industrials,2025-01-05,83.96,85.9,78.82,80.26,571323785.0,113308235294.0,21.2,2.85,55.6
STK_008752,AMD,Advanced Micro Devices Inc.,Technology,2025-01-25,151.66,153.65,143.34,146.7,309239723.0,234719999999.0,38.0,1.8,23.6
STK_011129,IBM,International Business Machines Corp.,Technology,2025-02-13,179.1,188.22,175.31,183.76,1140136542.0,163342222222.0,30.8,3.2,54.5
STK_011322,ATVI,Activision Blizzard Inc.,Communication Services,2025-02-20,89.54,92.58,89.02,90.3,1238624626.0,70233333333.0,28.4,0.91,32.6
STK_003255,AVGO,Broadcom Inc.,Technology,2025-02-27,1188.08,,1161.16,1219.0,3145805715.0,507916666666.0,24.6,4.42,41.7
STK_013616,NFLX,Netflix Inc.,Communication Services,2025-01-15,548.99,570.42,539.67,557.91,119471427.0,243451636363.0,23.0,0.94,71.7
STK_017266,TXN,Texas Instruments Inc.,Technology,2025-02-06,168.0,169.58,159.04,162.21,1473974527.0,147463636363.0,15.1,2.93,81.0
STK_014591,PM,Philip Morris International Inc.,Consumer Defensive,2025-02-01,96.75,97.86,93.94,97.2,1591026097.0,153473684210.0,30.2,,63.7
STK_007768,PEP,PepsiCo Inc.,Consumer Defensive,2025-03-05,171.55,,167.61,171.25,1241497037.0,231691176470.0,29.3,2.84,71.1
STK_006845,AAPL,Apple Inc.,Technology,2025-01-23,177.75,185.72,172.62,182.08,953628293.0,2832355555555.0,8.0,2.24,64.4
STK_016609,ADBE,Adobe Inc.,Technology,2025-02-26,521.9,536.84,517.56,528.65,474676660.0,254158653846.0,19.7,3.67,31.6
STK_005896,ABT,Abbott Laboratories,Healthcare,2025-03-03,110.22,110.91,100.12,102.98,835483840.0,177874545454.0,41.1,2.68,35.9
STK_015411,PG,Procter & Gamble Co.,Consumer Defensive,2025-03-16,147.88,148.75,141.92,144.36,1458925997.0,348455172413.0,28.0,1.11,54.2
STK_003702,GE,General Electric Co.,Industrials,2025-01-01,132.26,144.41,,140.6,375343047.0,151415384615.0,34.6,1.22,64.7
STK_009886,MU,Micron Technology Inc.,Technology,2025-02-10,85.52,87.21,81.84,83.05,1577265760.0,87935294117.0,20.8,3.01,52.0
STK_006548,TXN,Texas Instruments Inc.,Technology,2025-03-19,165.0,168.78,161.15,166.64,8684824848.0,151490909090.0,26.0,2.01,33.8
STK_004199,MSFT,Microsoft Corporation,Technology,2025-01-10,377.07,381.14,367.55,375.31,5733717764.0,2469144736842.0,29.0,4.01,64.9
STK_001233,QCOM,Qualcomm Inc.,Technology,2025-03-14,138.61,139.37,136.59,137.9,333482918.0,157600000000.0,28.5,0.41,78.1
STK_013769,HD,Home Depot Inc.,Consumer Cyclical,2025-03-06,335.31,340.28,325.73,336.84,867756324.0,357254545454.0,21.5,4.28,35.8
STK_004129,MDT,Medtronic plc,Healthcare,2025-01-27,84.06,86.18,80.31,81.42,1065246006.0,105367058823.0,12.4,1.08,52.3
STK_012531,GOOGL,Alphabet Inc.,Technology,2025-01-24,139.26,142.15,138.42,139.18,1664872257.0,1789457142857.0,32.9,4.0,32.9
STK_011256,GOOGL,Alphabet Inc.,Technology,2025-03-31,140.98,145.15,137.84,144.33,3934091112.0,1855671428571.0,37.1,4.15,61.8
STK_014560,ABT,Abbott Laboratories,Healthcare,2025-01-20,110.45,112.56,105.21,106.24,1205073781.0,183505454545.0,23.2,4.38,48.7
STK_014823,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-03,94.93,96.29,92.99,94.72,5810315452.0,109675789473.0,19.3,3.99,32.6
STK_009328,ATVI,Activision Blizzard Inc.,Communication Services,2025-01-08,88.32,91.0,86.74,89.25,494559768.0,69416666666.0,26.9,3.18,52.3
STK_005183,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-03-24,150.74,159.62,147.44,157.85,110733213.0,1683733333333.0,16.0,0.94,71.6
STK_014680,AVGO,Broadcom Inc.,Technology,2025-02-26,1208.52,1250.64,1193.79,1233.23,35075465688.0,513845833333.0,20.6,3.08,63.4
STK_007308,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-28,93.99,94.71,91.0,,663770396.0,107765263157.0,24.9,2.57,38.6
STK_014365,ACN,Accenture plc,Technology,2025-02-25,325.81,329.1,314.27,320.59,1488147029.0,200368749999.0,24.9,0.25,51.5
STK_013356,MU,Micron Technology Inc.,Technology,2025-03-01,85.26,87.6,81.75,83.26,1662388827.0,88157647058.0,18.4,4.44,58.0
STK_009210,V,Visa Inc.,Financial Services,2025-02-28,246.81,256.09,245.07,252.92,163484195.0,505839999999.0,25.8,0.94,64.7
STK_008914,CRM,Salesforce Inc.,Technology,2025-01-01,233.62,241.4,230.48,236.17,305141674.0,225901739130.0,34.3,3.43,37.8
STK_014118,PM,Philip Morris International Inc.,Consumer Defensive,2025-03-12,94.18,101.63,91.92,99.2,418809061.0,156631578947.0,14.2,1.33,50.2
STK_015736,AAPL,Apple Inc.,Technology,2025-03-26,178.74,181.77,169.33,173.06,17408670607.0,2692044444444.0,35.1,3.63,45.9
STK_000401,PM,Philip Morris International Inc.,Consumer Defensive,2025-03-31,95.64,99.03,93.9,96.8,510916433.0,152842105263.0,28.8,2.51,62.8
STK_011147,AMD,Advanced Micro Devices Inc.,Technology,2025-03-18,150.53,154.53,148.6,149.46,292078131.0,239136000000.0,11.5,3.82,23.6
STK_003400,QCOM,Qualcomm Inc.,Technology,2025-01-11,141.41,144.54,140.05,143.51,1286369405.0,164011428571.0,20.3,4.36,61.0
STK_001513,MU,Micron Technology Inc.,Technology,2025-03-08,84.87,86.79,82.61,85.1,222783164.0,90105882352.0,18.3,1.88,48.2
STK_001397,AAPL,Apple Inc.,Technology,2025-03-16,179.44,181.69,168.0,171.15,647860729.0,2662333333333.0,24.5,3.71,57.8
